LANGUAGE42;拍照;拍照;写真を撮る;사진 찍기;Take pictures;Prendre des photos;Fotografieren;Scatta foto;;Tirar foto;Toma una foto;;;;Rób zdjęcia;Сфотографируйте;Fotoğraf Çek;;ถ่ายรูป;;;التقاط الصور;Chụp ảnh;Ambil gambar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LANGUAGE43;查找耳机;查找耳機;イヤホンを探す;헤드폰 찾기;Find headphones;Trouver des écouteurs;Finden Sie Kopfhörer;Trova le cuffie;;Encontrar fones de ouvido;Encuentra auriculares;;;;Znajdź słuchawki;Найти наушники;Kulaklık Bul;;ค้นหาหูฟัง;;;البحث عن سماعات الرأس;Tìm tai nghe;Cari earphone;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LANGUAGE44;抖音;抖音;ディザトーン;티톡;Tiktok;Take Sound;Douyin;Tiktok;;TikTok;Douyin;;;;Tiktok;Встряхивание;TikTok;;ทิกส์;;;اهتزاز الصوت;TikTok;TikTok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LANGUAGE45;手电筒;手電筒;懐中電灯;손전등;Flashlight;Lampe de poche;Taschenlampe;Torcia elettrica;;Lanterna;Linterna;;;;Latarka;Фонарик;El Feneri;;ไฟฉาย;;;مصباح يدوي;Đèn pin;Lampu suluh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LANGUAGE46;降噪模式;降噪模式;ノイズ低減モード;소음 감소 모드;Noise reduction mode;Mode de réduction du bruit;Rausch unterdrückung modus;Modalità di riduzione del rumore;;Modo de redução de ruído;Modo de reducción de ruido;;;;Tryb redukcji szumów;Режим шумоподавления;Gürültü Azaltma Modu;;โหมดลดเสียงรบกวน;;;وضع الحد من الضوضاء;Chế độ giảm tiếng ồn;Mod penurunan bunyi bising;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LANGUAGE47;闹钟;鬧鐘;目覚まし時計;알람 시계;Alarm Clock;Réveil;Wecker;Sveglia;;Alarme;Despertador;;;;Budzik;Будильник;Alarm;;นาฬิกาปลุก;;;المنبه;Đồng hồ báo thức;Alarm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LANGUAGE48;语言设置;語言設置;言語設定;언어 설정;Language Settings;Paramètres de langue;Sprache in stellungen;Impostazioni della lingua;;Configurações de idioma;Configuración de idioma;;;;Ustawienia języka;Настройки языка;Dil Ayarları;;การตั้งค่าภาษา;;;إعدادات اللغة;Cài đặt ngôn ngữ;Tetapan bahasa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LANGUAGE49;APP二维码;APP二維碼;APP qrコード;앱 QR 코드;APP QR Code;Code QR APP;APP QR-Code;Codice QR APP;;Código QR do aplicativo;Código QR de la aplicación;;;;Kod QR aplikacji;QR-код APP;Uygulama QR Kodu;;APP QR code;;;رمز الاستجابة السريعة APP;Mã QR của ứng dụng;Kod QR aplikasi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LANGUAGE50;屏幕亮度;屏幕亮度;画面の明るさ;화면 밝기;Screen brightness;Luminosité de l'écran;Bildschirm helligkeit;Luminosità dello schermo;;Brilho da tela;Brillo de la pantalla;;;;Jasność ekranu;Яркость экрана;Ekran Parlaklığı;;ความสว่างหน้าจอ;;;سطوع الشاشة;Độ sáng màn hình;Kecerahan skrin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LANGUAGE51;二维码;二維碼;Qrコード;2 차원 코드;Two-dimensional code;Code QR;QR-Code;Codice bidimensionale;;Código QR do aplicativo;Código QR;;;;Kod dwuwymiarowy;QR-код;QR Kodu;;คิวอาร์โค้ด;;;رمز ثنائي الأبعاد;Mã QR;Kod QR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LANGUAGE52;锁屏壁纸;鎖屏壁紙;ロック壁紙;잠금 화면 벽지;Lock screen wallpaper;Écran de verrouillage Fond d'écran;Lock Screen Wallpaper;Carta da parati della schermata di blocco;;Papel de parede de bloqueio;Fondos de pantalla de bloqueo;;;;Ekran blokady tapety;Блокировка экрана обои;Kilit Ekranı Duvar Kağıdı;;วอลล์เปเปอร์ล็อคหน้าจอ;;;خلفيات شاشة القفل;Hình nền khóa màn hình;Kertas dinding kunci skrin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LANGUAGE53;背景壁纸;背景壁紙;背景壁紙;배경 벽지;Background Wallpaper;Fond d'écran;Hintergrund Tapete;Sfondo carta da parati;;Papel de parede de fundo;Fondo Fondos de pantalla;;;;Tapeta w tle;Фон Обои;Arka Plan Duvar Kağıdı;;พื้นหลังวอลล์เปเปอร์;;;خلفيات خلفية;Hình nền;Kertas dinding latar belakang;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LANGUAGE54;音量控制;音量控制;ボリュームコントロール;볼륨 컨트롤;Volume Control;Contrôle du volume;Lautstärke regelung;Controllo del volume;;Controle de volume;Control de volumen;;;;Kontrola głośności;Регулятор громкости;Ses Kontrolü;;การควบคุมระดับเสียง;;;التحكم في مستوى الصوت;Điều chỉnh âm lượng;Kawalan volum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LANGUAGE55;背景壁纸;背景壁紙;背景壁紙;배경 벽지;Background Wallpaper;Fond d'écran;Hintergrund Tapete;Sfondo carta da parati;;Papel de parede de fundo;Fondo Fondos de pantalla;;;;Tapeta w tle;Фон Обои;Arka Plan Duvar Kağıdı;;พื้นหลังวอลล์เปเปอร์;;;خلفيات خلفية;Hình nền;Kertas dinding latar belakang;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LANGUAGE56;锁屏壁纸;鎖屏壁紙;ロック壁紙;잠금 화면 벽지;Lock screen wallpaper;Écran de verrouillage Fond d'écran;Lock Screen Wallpaper;Carta da parati della schermata di blocco;;Papel de parede de bloqueio;Fondos de pantalla de bloqueo;;;;Ekran blokady tapety;Блокировка экрана обои;Kilit Ekranı Duvar Kağıdı;;วอลล์เปเปอร์ล็อคหน้าจอ;;;خلفيات شاشة القفل;Hình nền khóa màn hình;Kertas dinding kunci skrin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LANGUAGE57;抖音;抖音;ディザトーン;티톡;Tiktok;Take Sound;Douyin;Tiktok;;TikTok;Douyin;;;;Tiktok;Встряхивание;TikTok;;ทิกส์;;;اهتزاز الصوت;TikTok;TikTok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LANGUAGE58;语言设置;語言設置;言語設定;언어 설정;Language Settings;Paramètres de langue;Sprache in stellungen;Impostazioni della lingua;;Configurações de idioma;Configuración de idioma;;;;Ustawienia języka;Настройки языка;Dil Ayarları;;การตั้งค่าภาษา;;;إعدادات اللغة;Cài đặt ngôn ngữ;Tetapan bahasa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LANGUAGE59;屏幕亮度;屏幕亮度;画面の明るさ;화면 밝기;Screen brightness;Luminosité de l'écran;Bildschirm helligkeit;Luminosità dello schermo;;Brilho da tela;Brillo de la pantalla;;;;Jasność ekranu;Яркость экрана;Ekran Parlaklığı;;ความสว่างหน้าจอ;;;سطوع الشاشة;Độ sáng màn hình;Kecerahan skrin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LANGUAGE60;熄屏时长;熄屏時長;消灯時間;소화 화면 지속 시간;Extinguishing screen duration;Durée de l'écran;Dauer des Bildschirm ausschalens;Estinzione della durata dello schermo;;Tempo de espera da tela;Duración de la pantalla apagada;;;;Czas trwania ekranu gaszenia;Длительное время выключения экрана;Ekranın Yanma Zamanı;;ระยะเวลาในการปิดหน้าจอ;;;طول الشاشة;Thời gian tắt màn hình;Tempoh mati skrin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LANGUAGE61;触摸唤醒;觸摸喚醒;タッチアップ;터치 일어나;Touch to wake up;Toucher pour se réveiller;Berühren, um aufzuwachen;Tocca per svegliarti;;Acordar com toque;Tocar para despertar;;;;Dotknij, aby się obudzić;Сенсорное пробуждение;Dokunuşla Uyandır;;สัมผัสปลุก;;;أيقظ اللمس;Bật khi chạm;Bangunkan dengan sentuhan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LANGUAGE62;时间设置;時間設置;時間の設定;시간 설정;Time Settings;Réglage de l'heure;Zeit-Einstellungen;Impostazioni orario;;Ajuste de hora;Configuración de tiempo;;;;Ustawienia czasu;Настройки времени;Zaman Ayarları;;การตั้งค่าเวลา;;;ضبط الوقت;Cài đặt thời gian;Tetapan masa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LANGUAGE63;设备信息;設備信息;設備情報;장치 정보;Device Information;Informations sur l'appareil;Geräte informationen;Informazioni sul dispositivo;;Informações do dispositivo;Información del dispositivo;;;;Informacje o urządzeniu;Информация об устройстве;Cihaz Bilgileri;;ข้อมูลอุปกรณ์;;;معلومات الجهاز;Thông tin thiết bị;Maklumat peranti;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LANGUAGE64;系统设置;系統設置;システム設定;시스템 설정;System Settings;Paramètres du système;Systeme in stellungen;Impostazioni di sistema;;Configurações do sistema;Configuración del sistema;;;;Ustawienia systemowe;Настройка системы;Sistem Ayarları;;การตั้งค่าระบบ;;;إعدادات النظام;Cài đặt hệ thống;Tetapan sistem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LANGUAGE65;关机;關機;電源を切る;셧다운;Shutdown;Éteignez;Herunter fahren;Arresto;;Desligar;Apagado;;;;Wyłączenie;Выключить;Kapat;;ปิดเครื่อง;;;أغلق;Tắt máy;Matikan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LANGUAGE66;重启;重慶;再起動;다시 시작;Restart;Redémarrer;Neustart;Riavvia;;Reiniciar;Reiniciar;;;;Ponowne uruchomienie;Перезагрузка;Yeniden Başlat;;รีสตาร์ท;;;إعادة التشغيل;Khởi động lại;But semula;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LANGUAGE67;恢复出厂;恢復出廠;工場出荷を再開する;공장 복원;Restore factory;Restaurer l'usine;Werks reset;Ripristina la fabbrica;;Restaurar para os padrões de fábrica;Restaurar la fábrica;;;;Przywróć fabrykę;Восстановление завода;Fabrika Ayarlarına Dön;;คืนค่าโรงงาน;;;استئناف المصنع;Khôi phục cài đặt gốc;Set semula kilang;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LANGUAGE68;消息;消息;メッセージ;메시지;Message;Messages;Nachricht;Messaggio;;Mensagens;Mensaje;;;;Wiadomość;Сообщения;Mesajlar;;ข้อความ;;;رسالة;Tin nhắn;Mesej;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LANGUAGE69;无消息;無消息;メッセージなし;메시지 없음;No message;Pas de nouvelles;Keine Nachricht;Nessun messaggio;;Sem mensagens;Sin mensajes;;;;Brak wiadomości;Нет сообщений;Mesaj Yok;;ไม่มีข้อความ;;;لا أخبار;Không có tin nhắn;Tiada mesej;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LANGUAGE70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LANGUAGE71;简体中文;中文繁體;日本語;한국어;English;En français;Das ist Deutsch;italiano;;Língua portuguesa português;español;;;;;русский язык;Türkçe;;ภาษาไทย;;;Arabic;Việt nam;Bahasa Melayu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LANGUAGE72;蓝牙耳机模式;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LANGUAGE73;TF耳机模式;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LANGUAGE74;TF音响模式;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LANGUAGE75;手机音响模式;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LANGUAGE76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LANGUAGE77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LANGUAGE78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LANGUAGE79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
